category,path,label,true_type,true_location,verdict,defect_type,location,valid,raw,latency_s,batch_size,mode
carpet,carpet/test/cut/008.png,1,cut,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/cut/009.png,1,cut,center,defective,hole,center,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""center""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/cut/010.png,1,cut,center,defective,hole,center,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""center""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/cut/015.png,1,cut,top,defective,hole,center,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""center""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/cut/016.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/hole/001.png,1,hole,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630710441284464,8,zero_shot
carpet,carpet/test/hole/002.png,1,hole,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/004.png,1,hole,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/005.png,1,hole,bottom-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/007.png,1,hole,center,defective,hole,center,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""center""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/011.png,1,hole,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/012.png,1,hole,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/014.png,1,hole,left,good,hole,left,True,"{""verdict"": ""good"", ""defect_type"": ""hole"", ""location"": ""left""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/hole/015.png,1,hole,bottom-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3558520301230601,8,zero_shot
carpet,carpet/test/metal_contamination/000.png,1,metal_contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/002.png,1,metal_contamination,center,defective,metal_contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/003.png,1,metal_contamination,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/004.png,1,metal_contamination,bottom-right,defective,metal_contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/006.png,1,metal_contamination,center,defective,metal_contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/007.png,1,metal_contamination,bottom,defective,metal_contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/010.png,1,metal_contamination,bottom,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/014.png,1,metal_contamination,bottom,good,metal_contamination,center,True,"{""verdict"": ""good"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.37995084712747484,8,zero_shot
carpet,carpet/test/metal_contamination/015.png,1,metal_contamination,bottom,defective,metal_contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""metal_contamination"", ""location"": ""center""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/002.png,1,thread,center,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/004.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/005.png,1,thread,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/008.png,1,thread,bottom,good,thread,center,True,"{""verdict"": ""good"", ""defect_type"": ""thread"", ""location"": ""center""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/009.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/011.png,1,thread,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/012.png,1,thread,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3773679732476012,8,zero_shot
carpet,carpet/test/thread/014.png,1,thread,bottom-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
carpet,carpet/test/thread/015.png,1,thread,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/000.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/001.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/002.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/003.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/004.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/005.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3457519668736495,8,zero_shot
grid,grid/test/good/006.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/007.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/008.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/009.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/010.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/011.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/012.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/013.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34761811662610853,8,zero_shot
grid,grid/test/good/014.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/015.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/016.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/017.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/018.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/019.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/good/020.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/bent/000.png,1,bent,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.345628377624962,8,zero_shot
grid,grid/test/bent/005.png,1,bent,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3717510879941983,8,zero_shot
grid,grid/test/bent/007.png,1,bent,top-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3717510879941983,8,zero_shot
grid,grid/test/bent/008.png,1,bent,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3717510879941983,8,zero_shot
grid,grid/test/bent/009.png,1,bent,top,defective,broken,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken"", ""location"": ""top""}",0.3717510879941983,8,zero_shot
grid,grid/test/bent/011.png,1,bent,top,defective,bent,top,True,"{""verdict"": ""defective"", ""defect_type"": ""bent"", ""location"": ""top""}",0.3717510879941983,8,zero_shot
grid,grid/test/broken/001.png,1,broken,center,defective,bent,top-left,True,"{""verdict"": ""defective"", ""defect_type"": ""bent"", ""location"": ""top-left""}",0.3717510879941983,8,zero_shot
grid,grid/test/broken/003.png,1,broken,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3717510879941983,8,zero_shot
grid,grid/test/broken/004.png,1,broken,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3717510879941983,8,zero_shot
grid,grid/test/broken/005.png,1,broken,left,defective,broken,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken"", ""location"": ""top""}",0.35452396987966495,8,zero_shot
grid,grid/test/broken/006.png,1,broken,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/broken/011.png,1,broken,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/glue/001.png,1,glue,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/glue/003.png,1,glue,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/glue/005.png,1,glue,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/glue/008.png,1,glue,top-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/glue/010.png,1,glue,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35452396987966495,8,zero_shot
grid,grid/test/metal_contamination/000.png,1,metal_contamination,top,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3486403436254477,8,zero_shot
grid,grid/test/metal_contamination/001.png,1,metal_contamination,top-right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/metal_contamination/003.png,1,metal_contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/metal_contamination/009.png,1,metal_contamination,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/metal_contamination/010.png,1,metal_contamination,top-right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/thread/002.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/thread/003.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/thread/004.png,1,thread,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3486403436254477,8,zero_shot
grid,grid/test/thread/007.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
grid,grid/test/thread/008.png,1,thread,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/000.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/001.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/002.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/003.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/004.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/005.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3851324107454275,8,zero_shot
hazelnut,hazelnut/test/good/006.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/007.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/008.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/009.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/010.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/011.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/012.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/013.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35412528337474214,8,zero_shot
hazelnut,hazelnut/test/good/014.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/015.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/016.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/017.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/018.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/019.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/020.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/021.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3448292883767863,8,zero_shot
hazelnut,hazelnut/test/good/022.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/023.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/024.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/025.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/026.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/027.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/028.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/029.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3461024336211267,8,zero_shot
hazelnut,hazelnut/test/good/030.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/031.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/032.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/033.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/034.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/035.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/036.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/037.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34601816150097875,8,zero_shot
hazelnut,hazelnut/test/good/038.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/good/039.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/002.png,1,crack,center,defective,crack,center,True,"{""verdict"": ""defective"", ""defect_type"": ""crack"", ""location"": ""center""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/003.png,1,crack,center,defective,crack,center,True,"{""verdict"": ""defective"", ""defect_type"": ""crack"", ""location"": ""center""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/005.png,1,crack,center,defective,crack,center,True,"{""verdict"": ""defective"", ""defect_type"": ""crack"", ""location"": ""center""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/009.png,1,crack,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/011.png,1,crack,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/013.png,1,crack,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3630871736240806,8,zero_shot
hazelnut,hazelnut/test/crack/014.png,1,crack,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/crack/015.png,1,crack,center,defective,hole,top-right,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top-right""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/crack/017.png,1,crack,center,defective,crack,top,True,"{""verdict"": ""defective"", ""defect_type"": ""crack"", ""location"": ""top""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/000.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/001.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/004.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/006.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/007.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36253639750066213,8,zero_shot
hazelnut,hazelnut/test/cut/008.png,1,cut,center,defective,crack,center,True,"{""verdict"": ""defective"", ""defect_type"": ""crack"", ""location"": ""center""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/cut/013.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/cut/014.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/cut/016.png,1,cut,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/hole/000.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/hole/001.png,1,hole,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/hole/004.png,1,hole,center,good,hole,top,True,"{""verdict"": ""good"", ""defect_type"": ""hole"", ""location"": ""top""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/hole/009.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.369342788872018,8,zero_shot
hazelnut,hazelnut/test/hole/011.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/hole/012.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/hole/013.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/hole/014.png,1,hole,right,defective,hole,top-right,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top-right""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/hole/017.png,1,hole,center,defective,hole,top,True,"{""verdict"": ""defective"", ""defect_type"": ""hole"", ""location"": ""top""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/print/001.png,1,print,top,good,print,top,True,"{""verdict"": ""good"", ""defect_type"": ""print"", ""location"": ""top""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/print/004.png,1,print,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/print/005.png,1,print,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.36787275237293215,8,zero_shot
hazelnut,hazelnut/test/print/009.png,1,print,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
hazelnut,hazelnut/test/print/010.png,1,print,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
hazelnut,hazelnut/test/print/011.png,1,print,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
hazelnut,hazelnut/test/print/014.png,1,print,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
hazelnut,hazelnut/test/print/015.png,1,print,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
hazelnut,hazelnut/test/print/016.png,1,print,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
leather,leather/test/good/000.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
leather,leather/test/good/001.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35215861375036184,8,zero_shot
